generation(Wh),datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C)
26064.0,2022-05-16 18:00:00,20.9,,1.4,200,42.0,999.9,1.0,,4.0,27.7
384.0,2022-05-16 19:00:00,19.4,,2.3,200,38.0,1000.8,0.7,,3.0,22.1
0.0,2022-05-16 20:00:00,17.7,,0.8,180,49.0,1001.4,0.0,,0.0,19.1
0.0,2022-05-16 21:00:00,16.4,,1.0,340,56.0,1002.4,,,0.0,17.3
0.0,2022-05-16 22:00:00,15.1,,0.3,0,51.0,1003.0,,,1.0,15.9
0.0,2022-05-16 23:00:00,16.3,,1.9,290,44.0,1003.0,,,2.0,15.0
0.0,2022-05-17 00:00:00,14.5,,1.3,20,53.0,1003.1,,,0.0,14.0
0.0,2022-05-17 01:00:00,14.8,,1.7,290,51.0,1003.1,,,0.0,13.5
0.0,2022-05-17 02:00:00,14.0,,1.1,360,53.0,1003.1,,,0.0,12.7
0.0,2022-05-17 03:00:00,12.4,,1.6,340,57.0,1003.0,,,0.0,12.3
0.0,2022-05-17 04:00:00,13.0,,0.9,320,53.0,1003.1,,,0.0,11.9
96.0,2022-05-17 05:00:00,11.7,,0.6,200,59.0,1003.3,,,0.0,11.6
20208.0,2022-05-17 06:00:00,13.4,,0.4,0,56.0,1003.8,0.3,,0.0,11.7
78720.0,2022-05-17 07:00:00,14.7,,1.2,20,57.0,1004.2,1.0,,0.0,13.5
166896.0,2022-05-17 08:00:00,19.3,,1.1,20,45.0,1004.5,1.0,,0.0,19.0
240576.0,2022-05-17 09:00:00,21.3,,1.1,90,36.0,1004.7,1.0,,0.0,24.9
296256.0,2022-05-17 10:00:00,23.9,,0.9,70,30.0,1004.8,1.0,,0.0,31.0
333744.0,2022-05-17 11:00:00,25.1,,1.4,180,16.0,1004.7,1.0,,0.0,36.4
349200.0,2022-05-17 12:00:00,24.8,,2.4,140,25.0,1004.3,1.0,,0.0,36.9
286224.0,2022-05-17 13:00:00,24.5,,2.4,140,25.0,1004.2,1.0,,3.0,37.6
326496.0,2022-05-17 14:00:00,24.3,,2.5,140,23.0,1003.9,0.9,,4.0,36.3
212928.0,2022-05-17 15:00:00,25.4,,2.0,140,25.0,1003.7,0.6,,1.0,37.0
181104.0,2022-05-17 16:00:00,25.2,,3.1,180,16.0,1003.5,1.0,,0.0,36.0
91056.0,2022-05-17 17:00:00,24.4,,3.6,180,19.0,1003.7,1.0,,0.0,32.1
22032.0,2022-05-17 18:00:00,23.8,,3.3,200,18.0,1004.2,0.8,,1.0,27.2
432.0,2022-05-17 19:00:00,22.5,,2.6,180,20.0,1004.7,0.8,,2.0,22.6
0.0,2022-05-17 20:00:00,21.0,,1.4,200,24.0,1005.4,0.0,,5.0,20.2
0.0,2022-05-17 21:00:00,19.1,,0.8,230,42.0,1006.0,,,0.0,18.2
0.0,2022-05-17 22:00:00,17.8,,0.0,0,49.0,1006.4,,,3.0,17.0
0.0,2022-05-17 23:00:00,16.8,,0.3,0,54.0,1006.5,,,0.0,16.0
0.0,2022-05-18 00:00:00,17.7,,1.4,290,47.0,1006.6,,,0.0,15.4
0.0,2022-05-18 01:00:00,16.7,,0.7,20,50.0,1006.5,,,0.0,14.8
0.0,2022-05-18 02:00:00,16.8,,1.1,320,52.0,1006.7,,,0.0,14.5
0.0,2022-05-18 03:00:00,16.0,,1.6,340,55.0,1006.9,,,0.0,14.0
0.0,2022-05-18 04:00:00,16.3,,1.4,360,53.0,1007.1,,,0.0,13.6
288.0,2022-05-18 05:00:00,15.9,,1.2,320,54.0,1007.3,,,0.0,13.2
20688.0,2022-05-18 06:00:00,15.0,,0.1,0,62.0,1007.7,0.1,,0.0,13.5
75648.0,2022-05-18 07:00:00,17.3,,1.0,20,63.0,1008.1,1.0,,0.0,15.5
155664.0,2022-05-18 08:00:00,19.4,,0.8,140,54.0,1008.4,1.0,,0.0,20.8
231216.0,2022-05-18 09:00:00,23.5,,0.8,90,42.0,1008.4,1.0,,0.0,26.8
282528.0,2022-05-18 10:00:00,25.3,,1.7,200,27.0,1008.4,1.0,,0.0,32.6
314544.0,2022-05-18 11:00:00,26.4,,2.4,230,22.0,1008.4,1.0,,0.0,37.2
332304.0,2022-05-18 12:00:00,28.0,,2.5,230,19.0,1007.8,1.0,,0.0,40.5
329472.0,2022-05-18 13:00:00,28.6,,3.4,200,18.0,1006.9,1.0,,0.0,42.4
302400.0,2022-05-18 14:00:00,28.5,,3.5,230,14.0,1006.3,1.0,,0.0,42.5
247680.0,2022-05-18 15:00:00,28.4,,3.7,230,17.0,1005.8,1.0,,0.0,40.9
172272.0,2022-05-18 16:00:00,28.2,,4.2,200,22.0,1005.4,1.0,,0.0,38.5
86496.0,2022-05-18 17:00:00,27.1,,3.9,180,25.0,1005.3,1.0,,0.0,34.3
21408.0,2022-05-18 18:00:00,26.0,,4.3,200,25.0,1005.5,1.0,,0.0,29.2
336.0,2022-05-18 19:00:00,24.5,,4.0,200,31.0,1006.0,0.8,,0.0,24.7
0.0,2022-05-18 20:00:00,23.2,,4.0,200,33.0,1006.8,0.0,,0.0,22.2
0.0,2022-05-18 21:00:00,21.6,,1.2,200,36.0,1007.6,,,0.0,20.3
0.0,2022-05-18 22:00:00,20.1,,0.3,0,42.0,1008.0,,,0.0,18.7
0.0,2022-05-18 23:00:00,20.5,,0.9,250,40.0,1008.1,,,0.0,17.8
0.0,2022-05-19 00:00:00,19.9,,0.7,230,42.0,1008.5,,,0.0,17.3
0.0,2022-05-19 01:00:00,20.5,,1.3,250,39.0,1008.1,,,0.0,16.5
0.0,2022-05-19 02:00:00,18.6,,1.0,230,44.0,1008.0,,,4.0,15.7
0.0,2022-05-19 03:00:00,18.7,,1.8,290,42.0,1008.1,,,5.0,15.4
0.0,2022-05-19 04:00:00,17.0,,0.7,360,49.0,1007.8,,,5.0,14.7
288.0,2022-05-19 05:00:00,17.9,,1.7,360,40.0,1007.8,,,6.0,14.6
23760.0,2022-05-19 06:00:00,18.7,,1.7,270,38.0,1008.2,0.0,,6.0,15.4
70992.0,2022-05-19 07:00:00,19.6,,2.0,270,36.0,1008.4,0.2,,7.0,17.8
114528.0,2022-05-19 08:00:00,21.6,,1.0,270,31.0,1008.2,0.9,,8.0,21.7
153840.0,2022-05-19 09:00:00,23.1,,2.6,250,26.0,1008.2,0.3,,8.0,25.0
181488.0,2022-05-19 10:00:00,25.1,,2.8,200,23.0,1007.9,1.0,,8.0,29.9
216480.0,2022-05-19 11:00:00,25.8,,3.8,200,20.0,1007.9,0.1,,9.0,31.0
237648.0,2022-05-19 12:00:00,26.2,,3.7,200,21.0,1007.6,0.1,,9.0,33.6
213024.0,2022-05-19 13:00:00,26.2,,4.0,230,20.0,1007.3,0.4,,9.0,34.5
182880.0,2022-05-19 14:00:00,26.6,,3.5,250,21.0,1006.8,0.9,,8.0,36.6
166704.0,2022-05-19 15:00:00,26.8,,2.4,200,23.0,1006.6,0.3,,9.0,34.4
121680.0,2022-05-19 16:00:00,26.6,,3.3,200,24.0,1006.3,0.4,,8.0,33.0
75456.0,2022-05-19 17:00:00,25.3,,1.5,180,33.0,1005.7,0.3,,7.0,29.6
23856.0,2022-05-19 18:00:00,25.4,,3.7,200,28.0,1005.7,0.1,,7.0,26.8
240.0,2022-05-19 19:00:00,22.3,,0.7,160,43.0,1005.9,0.0,,8.0,23.2
0.0,2022-05-19 20:00:00,22.3,,1.5,250,36.0,1006.3,0.0,,8.0,20.5
0.0,2022-05-19 21:00:00,20.8,,0.4,0,39.0,1006.6,,,6.0,18.9
0.0,2022-05-19 22:00:00,20.1,,0.8,200,38.0,1006.5,,,7.0,18.3
0.0,2022-05-19 23:00:00,20.3,,3.4,250,38.0,1006.2,,,9.0,18.5
0.0,2022-05-20 00:00:00,19.5,,0.4,0,40.0,1006.2,,,9.0,17.7
0.0,2022-05-20 01:00:00,19.2,,2.3,290,39.0,1006.0,,,10.0,17.5
0.0,2022-05-20 02:00:00,19.3,,1.8,270,38.0,1005.6,,,10.0,17.4
0.0,2022-05-20 03:00:00,18.6,,1.7,290,41.0,1005.2,,,9.0,17.2
0.0,2022-05-20 04:00:00,17.4,,1.7,340,47.0,1004.9,,,9.0,16.8
0.0,2022-05-20 05:00:00,17.3,,1.6,360,49.0,1005.2,,,9.0,16.5
8976.0,2022-05-20 06:00:00,17.4,,0.9,320,51.0,1005.6,0.0,,9.0,16.6
35328.0,2022-05-20 07:00:00,17.9,,0.9,320,51.0,1005.9,0.0,,9.0,18.0
88176.0,2022-05-20 08:00:00,19.0,,0.9,340,49.0,1005.8,0.0,,9.0,20.4
171600.0,2022-05-20 09:00:00,21.0,,1.2,270,41.0,1005.9,0.1,,8.0,25.0
268656.0,2022-05-20 10:00:00,22.8,,2.2,320,33.0,1005.5,1.0,,8.0,32.4
302400.0,2022-05-20 11:00:00,24.1,,1.3,250,27.0,1004.9,1.0,,7.0,36.9
270672.0,2022-05-20 12:00:00,24.8,,1.8,270,27.0,1004.0,1.0,,6.0,38.5
220944.0,2022-05-20 13:00:00,25.7,,2.2,140,32.0,1003.2,1.0,,8.0,40.1
205200.0,2022-05-20 14:00:00,24.7,,2.1,140,36.0,1002.6,1.0,,8.0,37.2
214176.0,2022-05-20 15:00:00,22.4,,1.8,110,53.0,1002.1,0.8,,8.0,34.6
138816.0,2022-05-20 16:00:00,22.8,,1.6,140,52.0,1001.5,0.6,,8.0,34.2
59088.0,2022-05-20 17:00:00,22.8,,1.6,140,53.0,1001.2,0.9,,9.0,30.3
24672.0,2022-05-20 18:00:00,21.7,,0.7,140,60.0,1001.0,0.3,,8.0,27.2
2448.0,2022-05-20 19:00:00,21.9,,1.5,180,57.0,1001.1,0.8,,8.0,24.4
0.0,2022-05-20 20:00:00,20.5,,1.1,180,61.0,1001.5,0.0,,7.0,21.1
0.0,2022-05-20 21:00:00,18.9,,0.8,360,67.0,1001.5,,,2.0,19.2
0.0,2022-05-20 22:00:00,19.5,,2.4,270,64.0,1001.8,,,0.0,18.5
0.0,2022-05-20 23:00:00,19.0,,1.5,250,65.0,1001.4,,,0.0,17.7
0.0,2022-05-21 00:00:00,18.8,,2.0,290,68.0,1001.0,,,0.0,17.2
0.0,2022-05-21 01:00:00,18.9,,2.0,290,69.0,1000.8,,,0.0,17.0
0.0,2022-05-21 02:00:00,17.8,,2.0,290,75.0,1000.3,,,0.0,16.5
0.0,2022-05-21 03:00:00,17.9,,2.0,320,69.0,1000.0,,,0.0,15.9
0.0,2022-05-21 04:00:00,17.9,,2.0,320,69.0,999.9,,,4.0,16.0
336.0,2022-05-21 05:00:00,17.9,,2.2,320,67.0,999.8,,,3.0,15.7
21792.0,2022-05-21 06:00:00,17.8,,2.0,320,67.0,1000.1,0.0,,1.0,15.8
79248.0,2022-05-21 07:00:00,19.4,,1.5,340,64.0,1000.2,1.0,,0.0,17.7
165168.0,2022-05-21 08:00:00,20.8,,1.9,340,59.0,1000.4,1.0,,0.0,23.1
236304.0,2022-05-21 09:00:00,23.0,,1.9,340,48.0,1000.2,1.0,,0.0,28.6
291456.0,2022-05-21 10:00:00,24.5,,2.4,360,42.0,999.9,1.0,,0.0,34.0
327168.0,2022-05-21 11:00:00,25.6,,2.3,20,38.0,999.5,1.0,,0.0,38.4
346896.0,2022-05-21 12:00:00,27.0,,2.0,70,32.0,998.8,1.0,,0.0,42.2
341616.0,2022-05-21 13:00:00,25.1,,2.3,160,43.0,998.3,1.0,,0.0,43.5
310560.0,2022-05-21 14:00:00,25.0,,2.0,180,42.0,997.6,1.0,,2.0,41.7
259824.0,2022-05-21 15:00:00,24.9,,2.3,110,40.0,997.0,1.0,,3.0,41.3
183360.0,2022-05-21 16:00:00,24.4,,2.8,110,44.0,996.7,1.0,,5.0,38.5
92160.0,2022-05-21 17:00:00,23.0,,1.5,140,58.0,996.2,1.0,,2.0,35.0
21552.0,2022-05-21 18:00:00,21.5,,1.8,140,61.0,995.9,1.0,,0.0,29.6
480.0,2022-05-21 19:00:00,21.1,,0.7,180,62.0,995.9,0.8,,0.0,24.6
0.0,2022-05-21 20:00:00,19.8,,0.0,0,67.0,996.1,0.0,,0.0,21.7
0.0,2022-05-21 21:00:00,19.4,,0.3,0,67.0,996.8,,,0.0,20.1
0.0,2022-05-21 22:00:00,18.7,,0.6,20,70.0,997.2,,,0.0,18.9
0.0,2022-05-21 23:00:00,18.4,,0.1,0,70.0,997.2,,,0.0,18.1
0.0,2022-05-22 00:00:00,20.8,,1.8,290,58.0,997.0,,,0.0,18.1
0.0,2022-05-22 01:00:00,21.1,,2.2,290,59.0,996.9,,,0.0,17.9
0.0,2022-05-22 02:00:00,19.4,,1.4,360,64.0,996.7,,,0.0,17.1
0.0,2022-05-22 03:00:00,19.6,,1.9,340,60.0,996.6,,,0.0,16.8
0.0,2022-05-22 04:00:00,19.7,,2.0,360,57.0,996.5,,,5.0,17.2
48.0,2022-05-22 05:00:00,19.4,,1.8,320,56.0,996.6,,,4.0,16.6
12000.0,2022-05-22 06:00:00,18.6,,1.3,360,59.0,997.1,0.0,,5.0,17.0
75216.0,2022-05-22 07:00:00,22.1,,3.0,270,42.0,997.2,0.7,,5.0,19.6
163056.0,2022-05-22 08:00:00,23.4,,3.7,290,38.0,997.4,1.0,,3.0,24.8
235728.0,2022-05-22 09:00:00,25.0,,3.4,290,36.0,997.5,1.0,,0.0,30.5
286992.0,2022-05-22 10:00:00,26.7,,3.3,320,34.0,997.3,1.0,,0.0,36.0
325440.0,2022-05-22 11:00:00,27.0,,4.1,270,32.0,997.6,1.0,,0.0,39.3
341472.0,2022-05-22 12:00:00,28.5,,3.9,290,30.0,997.0,1.0,,0.0,42.8
334560.0,2022-05-22 13:00:00,30.0,,3.1,340,28.0,996.2,1.0,,0.0,44.5
296016.0,2022-05-22 14:00:00,27.6,,2.3,160,37.0,995.6,1.0,,0.0,45.5
231120.0,2022-05-22 15:00:00,28.2,,1.9,140,37.0,995.1,1.0,,0.0,43.4
135504.0,2022-05-22 16:00:00,28.9,,1.9,180,35.0,994.6,1.0,,2.0,42.0
70320.0,2022-05-22 17:00:00,31.8,,3.1,290,21.0,994.7,1.0,,0.0,38.2
22416.0,2022-05-22 18:00:00,28.2,,3.1,360,33.0,995.1,1.0,,0.0,32.5
480.0,2022-05-22 19:00:00,24.6,,1.5,20,46.0,996.1,0.9,,0.0,26.8
0.0,2022-05-22 20:00:00,21.2,,2.6,360,61.0,997.6,0.0,,0.0,22.9
0.0,2022-05-22 21:00:00,19.5,,1.8,20,63.0,998.9,,,0.0,20.8
0.0,2022-05-22 22:00:00,18.9,,2.0,340,64.0,999.7,,,0.0,19.5
0.0,2022-05-22 23:00:00,18.1,,2.0,320,65.0,1000.0,,,0.0,18.5
0.0,2022-05-23 00:00:00,17.2,,0.3,0,67.0,1000.3,,,0.0,17.5
0.0,2022-05-23 01:00:00,16.3,,1.0,360,71.0,1000.6,,,0.0,16.7
0.0,2022-05-23 02:00:00,16.1,,1.4,320,73.0,1000.6,,,0.0,16.2
0.0,2022-05-23 03:00:00,15.9,,1.1,270,74.0,1000.7,,,0.0,15.8
0.0,2022-05-23 04:00:00,15.9,,2.0,320,77.0,1001.0,,,0.0,15.5
240.0,2022-05-23 05:00:00,15.3,,0.7,290,78.0,1001.5,,,0.0,15.1
22368.0,2022-05-23 06:00:00,16.1,,0.3,0,76.0,1002.1,0.1,,0.0,15.6
78768.0,2022-05-23 07:00:00,17.7,,0.4,0,72.0,1002.3,1.0,,0.0,17.8
160272.0,2022-05-23 08:00:00,21.0,,0.6,50,62.0,1002.9,1.0,,0.0,23.8
238656.0,2022-05-23 09:00:00,22.7,,1.4,160,47.0,1003.1,1.0,,0.0,29.9
291600.0,2022-05-23 10:00:00,23.6,,2.3,160,41.0,1003.6,1.0,,0.0,35.3
320256.0,2022-05-23 11:00:00,24.4,,2.1,140,41.0,1003.7,1.0,,3.0,40.2
337968.0,2022-05-23 12:00:00,25.3,,1.8,160,40.0,1003.3,1.0,,6.0,42.7
290928.0,2022-05-23 13:00:00,25.5,,2.3,140,34.0,1003.0,1.0,,6.0,43.7
265392.0,2022-05-23 14:00:00,23.8,,2.8,160,42.0,1003.3,1.0,,7.0,40.8
174624.0,2022-05-23 15:00:00,24.1,,2.1,160,47.0,1003.0,1.0,,7.0,39.9
127920.0,2022-05-23 16:00:00,23.5,,1.9,140,55.0,1002.6,0.9,,8.0,35.6
77472.0,2022-05-23 17:00:00,22.7,,1.7,140,60.0,1002.6,0.2,,8.0,33.1
23904.0,2022-05-23 18:00:00,21.8,,2.0,160,63.0,1002.9,0.9,,8.0,29.2
672.0,2022-05-23 19:00:00,20.7,,1.5,160,73.0,1003.2,0.1,,7.0,24.9
0.0,2022-05-23 20:00:00,20.1,,1.2,160,77.0,1003.7,0.0,,7.0,22.5
0.0,2022-05-23 21:00:00,19.7,,0.7,140,87.0,1004.1,,,8.0,21.7
0.0,2022-05-23 22:00:00,19.2,,0.1,0,93.0,1004.3,,,10.0,21.0
0.0,2022-05-23 23:00:00,18.7,,0.2,0,95.0,1004.2,,,6.0,20.0
0.0,2022-05-24 00:00:00,18.3,,0.1,0,97.0,1004.3,,,6.0,19.2
0.0,2022-05-24 01:00:00,18.0,,0.0,0,97.0,1004.0,,,2.0,18.4
0.0,2022-05-24 02:00:00,18.0,,0.9,360,97.0,1003.9,,,2.0,18.0
0.0,2022-05-24 03:00:00,17.1,,0.6,290,97.0,1003.8,,,0.0,17.3
0.0,2022-05-24 04:00:00,17.2,,0.2,0,97.0,1003.8,,,0.0,16.8
384.0,2022-05-24 05:00:00,16.1,,0.1,0,97.0,1004.1,,,0.0,16.3
23472.0,2022-05-24 06:00:00,17.2,,0.3,0,97.0,1004.6,0.0,,0.0,16.9
78336.0,2022-05-24 07:00:00,20.7,,0.7,340,80.0,1004.6,0.9,,0.0,19.4
159024.0,2022-05-24 08:00:00,22.7,,2.2,340,54.0,1004.8,1.0,,0.0,24.6
231600.0,2022-05-24 09:00:00,24.6,,3.4,360,40.0,1004.8,1.0,,0.0,30.2
286128.0,2022-05-24 10:00:00,26.5,,2.7,360,36.0,1004.6,1.0,,0.0,36.0
320160.0,2022-05-24 11:00:00,28.1,,1.4,20,36.0,1004.2,1.0,,0.0,41.5
342288.0,2022-05-24 12:00:00,30.1,,1.8,50,35.0,1003.6,1.0,,0.0,45.2
330240.0,2022-05-24 13:00:00,26.2,,2.8,180,52.0,1003.5,1.0,,0.0,46.3
303552.0,2022-05-24 14:00:00,26.7,,3.0,180,50.0,1003.0,1.0,,0.0,46.0
250560.0,2022-05-24 15:00:00,27.4,,2.0,160,44.0,1002.7,1.0,,0.0,45.1
175872.0,2022-05-24 16:00:00,25.7,,2.2,160,45.0,1002.4,1.0,,0.0,41.8
87264.0,2022-05-24 17:00:00,25.8,,1.8,160,45.0,1002.1,1.0,,0.0,37.4
21552.0,2022-05-24 18:00:00,24.3,,2.2,140,47.0,1002.2,1.0,,2.0,31.3
432.0,2022-05-24 19:00:00,23.4,,1.0,140,50.0,1002.6,0.7,,0.0,26.5
0.0,2022-05-24 20:00:00,21.6,,0.1,0,59.0,1002.9,0.0,,4.0,23.4
0.0,2022-05-24 21:00:00,21.8,,0.4,0,58.0,1003.0,,,6.0,21.9
0.0,2022-05-24 22:00:00,20.7,,0.6,180,64.0,1003.1,,,6.0,20.9
0.0,2022-05-24 23:00:00,19.9,,0.3,0,76.0,1002.7,,,3.0,20.0
0.0,2022-05-25 00:00:00,19.5,,0.9,20,82.0,1002.4,,,4.0,19.3
0.0,2022-05-25 01:00:00,18.6,,0.7,360,85.0,1001.9,,,6.0,18.8
0.0,2022-05-25 02:00:00,18.5,,0.5,230,84.0,1001.9,,,6.0,18.2
0.0,2022-05-25 03:00:00,18.0,,0.3,0,86.0,1001.7,,,4.0,17.6
0.0,2022-05-25 04:00:00,17.1,,0.3,0,88.0,1001.4,,,1.0,17.1
0.0,2022-05-25 05:00:00,16.9,,0.0,0,90.0,1001.0,,,0.0,16.5
22512.0,2022-05-25 06:00:00,17.4,,0.2,0,86.0,1001.0,0.0,,0.0,16.7
79296.0,2022-05-25 07:00:00,20.1,,0.1,0,80.0,1001.3,0.9,,0.0,19.3
157968.0,2022-05-25 08:00:00,21.7,,1.7,50,69.0,1001.3,1.0,,0.0,25.3
230592.0,2022-05-25 09:00:00,24.9,,0.8,270,54.0,1000.9,1.0,,0.0,31.8
285792.0,2022-05-25 10:00:00,26.8,,1.8,160,48.0,1000.4,1.0,,0.0,37.9
329760.0,2022-05-25 11:00:00,28.0,,1.7,160,45.0,999.8,1.0,,0.0,42.6
353712.0,2022-05-25 12:00:00,26.4,,2.0,160,51.0,999.1,1.0,,0.0,44.5
345264.0,2022-05-25 13:00:00,26.9,,2.2,110,49.0,998.0,1.0,,0.0,46.6
317232.0,2022-05-25 14:00:00,26.6,,1.8,140,52.0,997.3,1.0,,0.0,46.6
257568.0,2022-05-25 15:00:00,26.6,,2.2,110,50.0,996.4,1.0,,0.0,45.2
175056.0,2022-05-25 16:00:00,26.3,,2.2,160,48.0,996.1,1.0,,3.0,41.2
72720.0,2022-05-25 17:00:00,27.1,,3.5,160,43.0,995.6,1.0,,7.0,35.4
29088.0,2022-05-25 18:00:00,25.0,,1.6,160,51.0,995.8,0.3,,8.0,30.9
2928.0,2022-05-25 19:00:00,25.5,,3.8,230,43.0,995.9,0.0,,7.0,27.3
0.0,2022-05-25 20:00:00,24.5,,3.8,230,45.0,996.1,0.0,,6.0,24.2
0.0,2022-05-25 21:00:00,23.7,,3.7,200,44.0,996.3,,,7.0,23.2
0.0,2022-05-25 22:00:00,23.3,,3.2,200,45.0,996.7,,,8.0,22.6
0.0,2022-05-25 23:00:00,23.5,,2.5,200,45.0,996.4,,,8.0,22.4
0.0,2022-05-26 00:00:00,21.8,,1.0,270,53.0,996.1,,,8.0,21.4
0.0,2022-05-26 01:00:00,22.5,,3.6,230,52.0,995.3,,,8.0,21.1
0.0,2022-05-26 02:00:00,21.9,,1.7,200,55.0,994.6,,,9.0,21.0
0.0,2022-05-26 03:00:00,23.0,,3.4,230,50.0,994.1,,,9.0,21.1
0.0,2022-05-26 04:00:00,22.1,,3.4,230,52.0,994.2,,,9.0,20.9
0.0,2022-05-26 05:00:00,21.1,,2.5,250,57.0,994.4,,,9.0,20.3
8496.0,2022-05-26 06:00:00,20.8,,2.1,270,59.0,994.7,0.0,,9.0,20.4
59328.0,2022-05-26 07:00:00,20.9,,0.7,180,59.0,995.1,0.2,,8.0,21.9
135456.0,2022-05-26 08:00:00,22.3,,1.7,340,48.0,995.3,1.0,,6.0,27.3
181968.0,2022-05-26 09:00:00,21.7,,3.3,20,55.0,995.6,1.0,,7.0,29.6
271920.0,2022-05-26 10:00:00,23.0,,2.7,340,38.0,995.7,1.0,,6.0,33.7
340224.0,2022-05-26 11:00:00,23.8,,1.9,340,38.0,995.4,0.8,,4.0,39.4
353136.0,2022-05-26 12:00:00,25.2,,1.7,340,29.0,994.9,1.0,,3.0,45.3
346800.0,2022-05-26 13:00:00,25.0,,2.1,140,43.0,994.2,1.0,,2.0,46.2
316128.0,2022-05-26 14:00:00,25.1,,2.4,140,42.0,993.7,0.9,,2.0,45.0
264240.0,2022-05-26 15:00:00,24.6,,2.5,140,45.0,993.2,1.0,,0.0,44.4
182448.0,2022-05-26 16:00:00,23.5,,2.2,160,49.0,993.1,1.0,,1.0,41.2
97776.0,2022-05-26 17:00:00,23.2,,1.9,160,46.0,993.1,1.0,,1.0,37.1
25248.0,2022-05-26 18:00:00,21.1,,2.4,110,66.0,992.9,1.0,,2.0,30.9
2544.0,2022-05-26 19:00:00,20.4,,1.2,110,67.0,993.1,0.9,,6.0,26.0
0.0,2022-05-26 20:00:00,18.9,,1.1,160,71.0,993.0,0.0,,6.0,22.1
0.0,2022-05-26 21:00:00,17.8,,0.3,0,80.0,993.2,,,0.0,20.0
0.0,2022-05-26 22:00:00,17.1,,0.6,320,84.0,993.5,,,0.0,18.8
0.0,2022-05-26 23:00:00,17.0,,1.5,340,84.0,993.5,,,0.0,17.8
0.0,2022-05-27 00:00:00,17.1,,1.6,290,82.0,993.1,,,0.0,17.1
0.0,2022-05-27 01:00:00,17.9,,1.7,320,64.0,992.8,,,6.0,16.8
0.0,2022-05-27 02:00:00,16.8,,0.8,250,67.0,992.0,,,2.0,15.6
0.0,2022-05-27 03:00:00,16.0,,1.4,320,68.0,991.8,,,0.0,15.2
0.0,2022-05-27 04:00:00,15.0,,1.5,360,68.0,991.3,,,0.0,14.4
192.0,2022-05-27 05:00:00,19.1,,2.1,230,32.0,991.0,,,0.0,14.9
20496.0,2022-05-27 06:00:00,18.7,,2.8,200,34.0,991.4,0.3,,0.0,15.7
81600.0,2022-05-27 07:00:00,20.1,,2.4,200,34.0,991.1,1.0,,0.0,17.9
172944.0,2022-05-27 08:00:00,22.6,,2.4,200,28.0,991.0,1.0,,1.0,25.4
252528.0,2022-05-27 09:00:00,23.9,,3.3,230,25.0,990.6,1.0,,0.0,31.5
305376.0,2022-05-27 10:00:00,24.7,,4.5,230,25.0,990.2,1.0,,0.0,36.2
334992.0,2022-05-27 11:00:00,26.1,,3.7,250,25.0,990.0,1.0,,0.0,40.8
328560.0,2022-05-27 12:00:00,27.2,,3.4,270,22.0,989.5,1.0,,2.0,44.8
238512.0,2022-05-27 13:00:00,28.5,,2.9,270,19.0,989.0,1.0,,4.0,41.4
294672.0,2022-05-27 14:00:00,28.9,,4.5,290,18.0,988.8,1.0,,4.0,45.0
265824.0,2022-05-27 15:00:00,29.3,,4.4,290,19.0,988.7,1.0,,4.0,45.2
190176.0,2022-05-27 16:00:00,29.1,,3.4,320,21.0,989.0,1.0,,2.0,42.6
85776.0,2022-05-27 17:00:00,28.4,,3.9,290,20.0,989.2,1.0,,1.0,38.2
18480.0,2022-05-27 18:00:00,27.9,,3.9,290,18.0,989.6,1.0,,1.0,32.6
336.0,2022-05-27 19:00:00,26.8,,2.3,290,21.0,990.3,0.9,,0.0,26.9
0.0,2022-05-27 20:00:00,25.5,,1.6,290,24.0,991.0,0.0,,0.0,23.7
0.0,2022-05-27 21:00:00,24.2,,1.0,320,29.0,992.1,,,0.0,21.8
0.0,2022-05-27 22:00:00,22.2,,1.2,340,36.0,993.3,,,0.0,20.4
0.0,2022-05-27 23:00:00,22.1,,1.7,270,37.0,994.4,,,0.0,19.3
0.0,2022-05-28 00:00:00,22.4,,1.8,270,33.0,994.6,,,0.0,18.5
0.0,2022-05-28 01:00:00,21.1,,1.2,290,36.0,994.7,,,0.0,17.5
0.0,2022-05-28 02:00:00,18.7,,0.2,0,41.0,994.4,,,0.0,16.4
0.0,2022-05-28 03:00:00,18.1,,0.2,0,44.0,994.3,,,0.0,16.1
0.0,2022-05-28 04:00:00,16.9,,0.0,0,52.0,994.5,,,0.0,15.2
1056.0,2022-05-28 05:00:00,16.2,,0.7,320,52.0,995.2,,,0.0,14.8
28272.0,2022-05-28 06:00:00,19.5,,1.9,270,39.0,995.6,0.3,,3.0,16.0
86160.0,2022-05-28 07:00:00,21.5,,0.3,0,44.0,996.0,1.0,,5.0,18.9
169632.0,2022-05-28 08:00:00,21.2,,1.9,20,45.0,996.1,1.0,,6.0,25.6
247776.0,2022-05-28 09:00:00,25.1,,2.0,70,31.0,996.2,1.0,,6.0,32.4
261456.0,2022-05-28 10:00:00,27.5,,3.0,290,24.0,996.0,1.0,,7.0,37.6
302880.0,2022-05-28 11:00:00,28.3,,3.0,320,23.0,996.4,1.0,,8.0,41.5
321408.0,2022-05-28 12:00:00,29.3,,3.6,290,22.0,996.0,1.0,,7.0,45.7
