generation(Wh),datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C)
182880.0,2022-09-12 13:00:00,24.6,,2.2,70,79.0,1005.2,0.0,,10.0,27.9
149664.0,2022-09-12 14:00:00,24.8,,2.3,90,81.0,1004.8,0.0,,10.0,28.5
76704.0,2022-09-12 15:00:00,24.4,,1.8,90,85.0,1004.3,0.0,,9.0,27.5
50880.0,2022-09-12 16:00:00,24.1,,2.4,360,84.0,1003.9,0.0,,9.0,26.5
18816.0,2022-09-12 17:00:00,24.2,,1.6,360,84.0,1004.0,0.0,,9.0,25.7
1104.0,2022-09-12 18:00:00,23.6,,2.0,360,87.0,1004.6,0.0,,9.0,24.3
0.0,2022-09-12 19:00:00,22.9,,1.3,340,91.0,1004.4,0.0,,9.0,23.1
0.0,2022-09-12 20:00:00,22.5,,0.8,320,93.0,1004.8,,,8.0,22.5
0.0,2022-09-12 21:00:00,22.1,,0.5,320,94.0,1005.4,,,7.0,21.9
0.0,2022-09-12 22:00:00,22.3,,1.0,340,93.0,1005.7,,,8.0,22.2
0.0,2022-09-12 23:00:00,22.1,,1.5,320,92.0,1005.5,,,10.0,22.1
0.0,2022-09-13 00:00:00,22.4,,1.9,340,90.0,1005.5,,,10.0,22.0
0.0,2022-09-13 01:00:00,22.4,,1.5,340,89.0,1005.2,,,9.0,21.9
0.0,2022-09-13 02:00:00,22.4,,1.5,320,89.0,1005.2,,,8.0,21.9
0.0,2022-09-13 03:00:00,22.5,,2.4,340,90.0,1005.1,,,9.0,21.8
0.0,2022-09-13 04:00:00,22.5,,1.8,320,91.0,1005.0,,,9.0,21.7
0.0,2022-09-13 05:00:00,22.5,,1.3,340,91.0,1005.1,,,8.0,21.6
480.0,2022-09-13 06:00:00,22.7,,1.5,340,90.0,1005.5,,,9.0,21.6
29088.0,2022-09-13 07:00:00,23.0,,1.4,360,89.0,1005.8,0.0,,10.0,22.1
69984.0,2022-09-13 08:00:00,23.8,,2.3,360,87.0,1005.9,0.0,,9.0,23.7
110592.0,2022-09-13 09:00:00,24.4,,2.9,360,83.0,1006.0,0.0,,9.0,25.1
165600.0,2022-09-13 10:00:00,24.8,,2.7,20,79.0,1006.6,0.1,,9.0,26.1
226320.0,2022-09-13 11:00:00,25.6,,3.2,20,74.0,1007.1,0.6,,9.0,28.6
162288.0,2022-09-13 12:00:00,25.4,,4.2,20,74.0,1007.1,0.3,,8.0,28.1
200640.0,2022-09-13 13:00:00,25.9,,3.6,20,66.0,1006.5,0.7,,7.0,29.4
164160.0,2022-09-13 14:00:00,25.5,,2.8,20,67.0,1006.7,0.3,,9.0,27.0
156720.0,2022-09-13 15:00:00,24.8,,3.0,20,72.0,1006.4,0.2,,9.0,27.6
86064.0,2022-09-13 16:00:00,24.5,,3.1,20,72.0,1006.6,0.2,,9.0,26.4
40320.0,2022-09-13 17:00:00,23.6,,3.7,360,73.0,1006.7,0.0,,9.0,24.2
5568.0,2022-09-13 18:00:00,22.8,,3.6,360,71.0,1007.0,0.0,,9.0,22.3
0.0,2022-09-13 19:00:00,22.5,,2.9,360,63.0,1007.4,0.0,,10.0,21.1
0.0,2022-09-13 20:00:00,22.4,,3.5,360,70.0,1007.9,,,10.0,20.8
0.0,2022-09-13 21:00:00,22.3,,3.4,360,74.0,1008.4,,,10.0,20.6
0.0,2022-09-13 22:00:00,22.4,,3.4,360,75.0,1008.4,,,10.0,20.6
0.0,2022-09-13 23:00:00,22.5,,3.4,360,80.0,1008.2,,,10.0,20.8
0.0,2022-09-14 00:00:00,22.6,,2.9,360,81.0,1008.1,,,10.0,21.0
0.0,2022-09-14 01:00:00,22.5,,3.6,360,81.0,1008.0,,,10.0,20.9
0.0,2022-09-14 02:00:00,22.4,,3.2,360,81.0,1007.6,,,7.0,20.9
0.0,2022-09-14 03:00:00,22.1,,3.1,340,77.0,1007.5,,,9.0,20.4
0.0,2022-09-14 04:00:00,21.9,,3.2,360,79.0,1007.1,,,8.0,20.2
0.0,2022-09-14 05:00:00,21.9,,3.8,360,79.0,1007.0,,,7.0,20.1
0.0,2022-09-14 06:00:00,21.9,,3.9,360,79.0,1007.5,,,7.0,20.1
3888.0,2022-09-14 07:00:00,22.3,,4.0,360,80.0,1007.8,0.0,,8.0,20.6
78768.0,2022-09-14 08:00:00,22.5,,3.6,360,79.0,1008.2,0.0,,9.0,21.4
198192.0,2022-09-14 09:00:00,23.3,,3.1,360,75.0,1008.6,0.5,,9.0,22.5
241440.0,2022-09-14 10:00:00,23.9,,3.8,20,74.0,1008.5,0.1,,9.0,23.8
240672.0,2022-09-14 11:00:00,24.4,,5.1,20,71.0,1008.2,0.6,,8.0,25.4
245568.0,2022-09-14 12:00:00,25.2,,4.0,20,68.0,1008.0,0.3,,8.0,27.3
240912.0,2022-09-14 13:00:00,25.2,,4.6,360,66.0,1007.6,0.8,,8.0,27.1
288240.0,2022-09-14 14:00:00,25.6,,3.5,360,67.0,1007.1,1.0,,7.0,29.2
182688.0,2022-09-14 15:00:00,25.1,,4.2,20,67.0,1006.5,1.0,,7.0,28.9
49248.0,2022-09-14 16:00:00,24.4,,4.2,20,68.0,1006.3,0.9,,7.0,26.5
14064.0,2022-09-14 17:00:00,24.1,,3.7,20,73.0,1006.5,0.5,,8.0,24.9
1248.0,2022-09-14 18:00:00,23.5,,4.0,360,77.0,1006.6,0.0,,8.0,23.3
0.0,2022-09-14 19:00:00,23.2,,3.8,20,79.0,1006.8,0.0,,7.0,22.0
0.0,2022-09-14 20:00:00,23.1,,3.9,360,79.0,1007.3,,,5.0,21.7
0.0,2022-09-14 21:00:00,23.3,,3.2,360,80.0,1007.7,,,6.0,21.7
0.0,2022-09-14 22:00:00,23.3,,3.6,20,79.0,1007.6,,,6.0,21.4
0.0,2022-09-14 23:00:00,23.3,,3.5,360,80.0,1007.3,,,7.0,21.6
0.0,2022-09-15 00:00:00,23.3,,2.2,20,82.0,1007.2,,,7.0,21.7
0.0,2022-09-15 01:00:00,23.3,,3.4,360,81.0,1006.8,,,7.0,21.6
0.0,2022-09-15 02:00:00,23.1,,3.5,20,80.0,1006.3,,,7.0,21.4
0.0,2022-09-15 03:00:00,22.9,,3.1,360,80.0,1006.1,,,7.0,21.3
0.0,2022-09-15 04:00:00,22.7,,3.6,360,80.0,1005.8,,,7.0,21.0
0.0,2022-09-15 05:00:00,22.5,,2.6,360,80.0,1005.7,,,6.0,20.9
1824.0,2022-09-15 06:00:00,22.5,,2.9,360,80.0,1005.6,,,6.0,20.8
11808.0,2022-09-15 07:00:00,22.7,,3.4,360,80.0,1005.9,0.0,,7.0,21.1
20064.0,2022-09-15 08:00:00,23.0,,3.2,20,81.0,1005.9,0.0,,7.0,22.1
28224.0,2022-09-15 09:00:00,23.2,,3.3,20,76.0,1005.6,0.0,,7.0,23.0
38640.0,2022-09-15 10:00:00,23.4,,3.5,20,74.0,1005.7,0.0,,8.0,23.6
56400.0,2022-09-15 11:00:00,23.3,,3.5,20,76.0,1005.6,0.0,,9.0,23.6
77472.0,2022-09-15 12:00:00,23.6,,3.6,20,71.0,1004.7,0.1,,9.0,24.7
94416.0,2022-09-15 13:00:00,24.3,,2.5,50,70.0,1004.2,0.0,,9.0,26.4
77472.0,2022-09-15 14:00:00,23.9,,2.7,50,70.0,1003.6,0.0,,9.0,26.4
64608.0,2022-09-15 15:00:00,23.7,,2.8,20,71.0,1003.1,0.0,,8.0,26.1
49344.0,2022-09-15 16:00:00,23.6,,2.4,50,74.0,1003.0,0.0,,7.0,26.0
16608.0,2022-09-15 17:00:00,22.9,,3.0,20,75.0,1003.0,0.0,,7.0,24.3
528.0,2022-09-15 18:00:00,22.5,,3.1,20,78.0,1003.1,0.0,,7.0,22.6
0.0,2022-09-15 19:00:00,22.1,,2.5,360,79.0,1003.0,0.0,,10.0,21.8
0.0,2022-09-15 20:00:00,21.8,,1.6,360,81.0,1003.0,,,7.0,21.1
0.0,2022-09-15 21:00:00,21.9,,2.3,20,82.0,1003.3,,,7.0,20.7
0.0,2022-09-15 22:00:00,21.9,,1.8,360,81.0,1003.4,,,9.0,20.9
0.0,2022-09-15 23:00:00,21.8,,1.8,340,82.0,1003.5,,,9.0,21.0
0.0,2022-09-16 00:00:00,21.7,,0.6,360,83.0,1003.1,,,9.0,21.1
0.0,2022-09-16 01:00:00,21.9,,1.5,360,83.0,1002.4,,,9.0,21.0
0.0,2022-09-16 02:00:00,21.8,,1.7,360,86.0,1001.6,,,9.0,21.1
0.0,2022-09-16 03:00:00,21.6,,1.2,340,88.0,1001.4,,,8.0,21.1
0.0,2022-09-16 04:00:00,21.3,,1.6,320,90.0,1001.5,,,8.0,21.0
0.0,2022-09-16 05:00:00,21.3,,1.2,340,91.0,1001.8,,,9.0,21.0
0.0,2022-09-16 06:00:00,21.2,,1.1,360,92.0,1001.3,,,8.0,21.1
4320.0,2022-09-16 07:00:00,21.3,,1.1,290,92.0,1001.7,0.0,,9.0,21.3
4320.0,2022-09-16 08:00:00,21.8,,1.7,340,92.0,1001.9,0.0,,8.0,21.8
19296.0,2022-09-16 09:00:00,22.1,,1.1,320,93.0,1002.1,0.0,,10.0,22.5
31920.0,2022-09-16 10:00:00,22.9,,0.8,360,93.0,1002.0,0.0,,10.0,24.2
38880.0,2022-09-16 11:00:00,23.2,,0.8,290,92.0,1001.7,0.0,,10.0,24.6
56640.0,2022-09-16 12:00:00,23.8,0.0,1.3,340,95.0,1001.2,0.0,,10.0,26.7
124080.0,2022-09-16 13:00:00,24.6,,0.9,20,93.0,1000.8,0.0,,10.0,26.6
288432.0,2022-09-16 14:00:00,25.6,,1.6,90,89.0,1000.3,0.0,,7.0,28.9
235152.0,2022-09-16 15:00:00,26.7,,1.4,70,82.0,999.7,0.5,,7.0,31.8
154032.0,2022-09-16 16:00:00,26.6,,0.7,70,82.0,999.7,0.1,,6.0,28.6
38160.0,2022-09-16 17:00:00,27.0,,0.6,320,80.0,999.6,0.6,,4.0,27.9
720.0,2022-09-16 18:00:00,24.8,,1.2,90,90.0,999.8,0.3,,2.0,25.6
0.0,2022-09-16 19:00:00,23.7,,1.2,20,96.0,1000.0,0.0,,6.0,23.7
0.0,2022-09-16 20:00:00,23.5,,1.2,20,97.0,1000.6,,,7.0,22.9
0.0,2022-09-16 21:00:00,23.3,,1.0,20,97.0,1000.9,,,2.0,22.5
0.0,2022-09-16 22:00:00,23.3,,1.0,340,97.0,1000.9,,,8.0,22.5
0.0,2022-09-16 23:00:00,23.2,,0.9,340,97.0,1000.8,,,7.0,22.1
0.0,2022-09-17 00:00:00,22.7,,1.0,320,97.0,1000.6,,,7.0,21.7
0.0,2022-09-17 01:00:00,22.7,,0.6,340,97.0,1000.3,,,8.0,22.0
0.0,2022-09-17 02:00:00,22.5,,1.6,320,97.0,999.9,,,5.0,21.8
0.0,2022-09-17 03:00:00,22.2,,1.0,320,97.0,999.8,,,2.0,21.2
0.0,2022-09-17 04:00:00,21.4,,1.3,360,97.0,999.6,,,0.0,20.6
0.0,2022-09-17 05:00:00,21.1,,1.4,340,97.0,999.6,,,1.0,20.1
192.0,2022-09-17 06:00:00,21.3,,1.3,320,97.0,999.9,,,10.0,21.1
20880.0,2022-09-17 07:00:00,21.6,,2.2,320,97.0,1000.3,0.0,,7.0,21.4
116496.0,2022-09-17 08:00:00,22.2,,1.1,360,97.0,1000.6,0.1,,6.0,22.6
198144.0,2022-09-17 09:00:00,23.5,,1.7,20,97.0,1000.5,0.4,,8.0,25.6
204096.0,2022-09-17 10:00:00,25.2,,2.3,360,89.0,1000.3,0.8,,4.0,31.1
138144.0,2022-09-17 11:00:00,27.8,,1.8,20,76.0,999.7,1.0,,8.0,34.8
77616.0,2022-09-17 12:00:00,28.0,,1.9,90,76.0,999.3,0.5,,9.0,31.6
172752.0,2022-09-17 13:00:00,26.9,,2.1,70,79.0,999.1,0.0,,10.0,30.2
74208.0,2022-09-17 14:00:00,26.9,,2.5,50,81.0,998.5,0.0,,9.0,31.8
50400.0,2022-09-17 15:00:00,26.6,0.0,2.1,90,83.0,997.7,0.0,,10.0,30.2
37920.0,2022-09-17 16:00:00,26.4,0.0,1.2,90,83.0,997.7,0.0,,10.0,28.3
13728.0,2022-09-17 17:00:00,26.4,0.0,0.3,0,75.0,997.7,0.0,,10.0,27.3
48.0,2022-09-17 18:00:00,25.8,,0.6,50,76.0,997.7,0.0,,9.0,25.7
0.0,2022-09-17 19:00:00,25.1,0.0,0.8,360,84.0,997.8,0.0,,10.0,24.8
0.0,2022-09-17 20:00:00,25.0,0.0,1.6,320,81.0,998.2,,,9.0,23.9
0.0,2022-09-17 21:00:00,24.6,,0.4,0,81.0,998.5,,,8.0,23.5
0.0,2022-09-17 22:00:00,23.9,0.0,1.2,360,87.0,998.2,,,9.0,23.3
0.0,2022-09-17 23:00:00,23.8,,1.6,340,91.0,997.9,,,10.0,22.9
0.0,2022-09-18 00:00:00,24.0,,2.4,320,87.0,997.5,,,9.0,22.5
0.0,2022-09-18 01:00:00,24.2,,2.9,340,82.0,996.8,,,9.0,22.3
0.0,2022-09-18 02:00:00,24.2,,2.4,340,84.0,996.1,,,10.0,22.2
0.0,2022-09-18 03:00:00,23.8,,1.9,340,87.0,995.3,,,9.0,22.4
0.0,2022-09-18 04:00:00,24.0,0.0,0.5,340,85.0,995.7,,,10.0,22.5
0.0,2022-09-18 05:00:00,25.1,0.0,3.1,360,79.0,995.3,,,9.0,22.3
528.0,2022-09-18 06:00:00,24.9,,2.9,360,82.0,995.4,,,9.0,22.4
30816.0,2022-09-18 07:00:00,24.7,,2.6,360,86.0,995.7,0.0,,8.0,22.9
74160.0,2022-09-18 08:00:00,24.9,,2.9,340,88.0,996.0,0.0,,9.0,24.1
164784.0,2022-09-18 09:00:00,25.8,,2.6,340,86.0,995.5,0.0,,8.0,26.4
280176.0,2022-09-18 10:00:00,26.7,,3.2,360,82.0,995.0,0.2,,9.0,28.7
286896.0,2022-09-18 11:00:00,27.8,,4.3,360,76.0,994.1,0.7,,7.0,32.3
244224.0,2022-09-18 12:00:00,28.5,,4.1,20,73.0,993.2,1.0,,7.0,35.0
184704.0,2022-09-18 13:00:00,28.2,,4.1,20,73.0,992.4,0.7,,9.0,32.6
147840.0,2022-09-18 14:00:00,27.2,,4.1,360,74.0,991.8,0.2,,9.0,31.6
104592.0,2022-09-18 15:00:00,26.4,,3.8,360,77.0,991.2,0.0,,9.0,29.3
45984.0,2022-09-18 16:00:00,26.1,,3.9,360,79.0,990.5,0.0,,9.0,28.0
2400.0,2022-09-18 17:00:00,25.3,,5.1,360,82.0,990.3,0.0,,10.0,26.1
0.0,2022-09-18 18:00:00,25.2,,4.5,20,83.0,989.6,0.0,,10.0,24.9
0.0,2022-09-18 19:00:00,24.5,0.0,4.7,360,89.0,989.2,0.0,,10.0,24.2
0.0,2022-09-18 20:00:00,24.2,1.3,4.9,360,94.0,988.7,,,10.0,23.7
0.0,2022-09-18 21:00:00,24.6,3.4,4.6,20,94.0,988.6,,,10.0,23.9
0.0,2022-09-18 22:00:00,24.3,3.4,5.2,20,93.0,987.1,,,10.0,23.4
0.0,2022-09-18 23:00:00,23.9,5.5,5.4,20,95.0,986.0,,,10.0,23.2
0.0,2022-09-19 00:00:00,23.4,7.1,4.3,20,94.0,985.9,,,10.0,22.7
0.0,2022-09-19 01:00:00,23.4,8.2,5.5,20,94.0,985.2,,,10.0,22.6
0.0,2022-09-19 02:00:00,24.2,4.5,5.2,50,95.0,983.3,,,10.0,23.0
0.0,2022-09-19 03:00:00,24.1,2.7,5.0,20,95.0,981.3,,,10.0,23.1
0.0,2022-09-19 04:00:00,23.4,5.6,5.9,20,95.0,980.9,,,10.0,22.7
0.0,2022-09-19 05:00:00,23.9,5.8,6.2,20,93.0,980.4,,,10.0,22.8
0.0,2022-09-19 06:00:00,23.6,5.1,6.9,20,92.0,980.5,,,10.0,22.5
3216.0,2022-09-19 07:00:00,23.4,2.9,6.2,20,92.0,981.0,0.0,,10.0,22.3
8976.0,2022-09-19 08:00:00,22.7,8.3,5.0,360,97.0,981.0,0.0,,10.0,22.5
41952.0,2022-09-19 09:00:00,23.1,9.8,5.4,360,96.0,981.3,0.0,,10.0,23.3
75744.0,2022-09-19 10:00:00,23.0,2.6,4.8,360,96.0,982.0,0.0,,10.0,23.5
79056.0,2022-09-19 11:00:00,22.5,0.6,4.9,340,93.0,982.8,0.0,,10.0,23.6
52368.0,2022-09-19 12:00:00,21.8,0.0,6.0,360,94.0,983.7,0.0,,10.0,22.7
72144.0,2022-09-19 13:00:00,21.5,0.3,5.7,360,92.0,984.1,0.0,,10.0,22.8
94752.0,2022-09-19 14:00:00,22.7,0.0,6.2,360,75.0,984.8,0.1,,10.0,23.1
76512.0,2022-09-19 15:00:00,23.2,,5.6,360,72.0,985.6,0.3,,8.0,25.2
60384.0,2022-09-19 16:00:00,22.0,,4.3,340,74.0,987.2,0.2,,8.0,22.5
19392.0,2022-09-19 17:00:00,22.3,,3.8,360,73.0,988.3,0.2,,3.0,22.7
1056.0,2022-09-19 18:00:00,21.1,,3.7,360,70.0,989.8,1.0,,5.0,20.5
0.0,2022-09-19 19:00:00,20.3,,2.9,360,66.0,991.4,0.0,,5.0,18.6
0.0,2022-09-19 20:00:00,20.0,,2.2,360,63.0,993.0,,,1.0,17.9
0.0,2022-09-19 21:00:00,19.5,,2.7,360,61.0,995.3,,,2.0,16.9
0.0,2022-09-19 22:00:00,19.4,,4.5,360,60.0,996.2,,,1.0,16.0
0.0,2022-09-19 23:00:00,19.2,,3.7,360,61.0,996.9,,,7.0,16.2
